Time=0 | UART TX = 1 | send_uart = 0 | bits_sent = xxxx | Distance =     0
Time=62192517000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=62296692000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=62400867000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=62505042000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=62609217000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=62713392000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=62817567000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=62921742000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=63010249000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=63010332000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=63025917000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=63130092000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=63234267000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=63338442000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=63442617000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=63546792000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=63650967000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=63755142000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=63859317000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=63963492000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=64010412000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=64010495000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=64067667000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=64171842000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=64276017000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=64380192000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=64484367000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=64588542000 | UART TX = 1 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=64692717000 | UART TX = 0 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=64796892000 | UART TX = 0 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=64901067000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=65005242000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=65010575000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=65010659000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=65109417000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=66010739000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   400
Time=66010822000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=66046992000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=66151167000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=66255342000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=66359517000 | UART TX = 1 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=66463692000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=66567867000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=66672042000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=66776217000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=66880392000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=66984567000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=67010902000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   400
Time=67010985000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=67088742000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=67192917000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=67297092000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=67401267000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=67505442000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=67609617000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=67713792000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=67817967000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=67922142000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=68011065000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=68011149000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=68026317000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=68130492000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=68234667000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=68338842000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=68443017000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=68547192000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=68651367000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=68755542000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=68859717000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=68963892000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=69011229000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=69011312000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=69068067000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=69172242000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=69276417000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=69380592000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=69484767000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=69588942000 | UART TX = 1 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=69693117000 | UART TX = 0 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=69797292000 | UART TX = 0 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=69901467000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=70005642000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=70011392000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=70011475000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=70109817000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=71011555000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   400
Time=71011639000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=71047392000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=71151567000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=71255742000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=71359917000 | UART TX = 1 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=71464092000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=71568267000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=71672442000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=71776617000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=71880792000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=71984967000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=72011719000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   400
Time=72011802000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=72089142000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=72193317000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=72297492000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=72401667000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=72505842000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=72610017000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=72714192000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=72818367000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=72922542000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=73011882000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=73011965000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=73026717000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=73130892000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=73235067000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=73339242000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=73443417000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=73547592000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=73651767000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=73755942000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=73860117000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=73964292000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=74012045000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=74012129000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=74068467000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=74172642000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=74276817000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=74380992000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=74485167000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=74589342000 | UART TX = 1 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=74693517000 | UART TX = 0 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=74797692000 | UART TX = 0 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=74901867000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=75006042000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=75012209000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=75012292000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=75110217000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=76012372000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   400
Time=76012456000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=76047792000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=76151967000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=76256142000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=76360317000 | UART TX = 1 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=76464492000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=76568667000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=76672842000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=76777017000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=76881192000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=76985367000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=77012536000 | UART TX = 1 | send_uart = 1 | bits_sent = 0000 | Distance =   400
Time=77012619000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=77089542000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=77193717000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=77297892000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=77402067000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=77506242000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=77610417000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=77714592000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=77818767000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=77922942000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=78012699000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=78012782000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=78027117000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=78131292000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=78235467000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=78339642000 | UART TX = 0 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=78443817000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=78547992000 | UART TX = 0 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=78652167000 | UART TX = 1 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=78756342000 | UART TX = 1 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=78860517000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
Time=78964692000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=79012862000 | UART TX = 0 | send_uart = 1 | bits_sent = 1000 | Distance =   400
Time=79012946000 | UART TX = 0 | send_uart = 0 | bits_sent = 1000 | Distance =   400
Time=79068867000 | UART TX = 1 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=79173042000 | UART TX = 0 | send_uart = 0 | bits_sent = 0000 | Distance =   400
Time=79277217000 | UART TX = 0 | send_uart = 0 | bits_sent = 0001 | Distance =   400
Time=79381392000 | UART TX = 1 | send_uart = 0 | bits_sent = 0010 | Distance =   400
Time=79485567000 | UART TX = 0 | send_uart = 0 | bits_sent = 0011 | Distance =   400
Time=79589742000 | UART TX = 1 | send_uart = 0 | bits_sent = 0100 | Distance =   400
Time=79693917000 | UART TX = 0 | send_uart = 0 | bits_sent = 0101 | Distance =   400
Time=79798092000 | UART TX = 0 | send_uart = 0 | bits_sent = 0110 | Distance =   400
Time=79902267000 | UART TX = 0 | send_uart = 0 | bits_sent = 0111 | Distance =   400
top_tb.v:91: $finish called at 80000000000 (1ps)
